Timestamp,Speed,DistanceFromCenter,TrackAngle,TrackDistance,WorldPosition,WorldRotation,Throttle,Brakes,Steering,Gear
1731746356.6292233;-0.174149513;-3.887029;-0.8522572;2005.23376;{'X': -8.519875, 'Y': -0.0539376736, 'Z': 3.93151855};{'X': 359.9751, 'Y': -0.05432129, 'Z': 7.879898e-06};2;0;40;1
1731746356.6471741;0.285461873;-3.88701367;-0.848345041;2005.23389;{'X': -8.519772, 'Y': -0.0539376736, 'Z': 3.9315033};{'X': 359.9751, 'Y': -0.0496826172, 'Z': 1.07972355e-05};10;0;40;1
1731746356.664506;0.286662459;-3.88693738;-0.851568162;2005.23413;{'X': -8.519516, 'Y': -0.0539375544, 'Z': 3.931427};{'X': 359.9751, 'Y': -0.0533828735, 'Z': 1.00943735e-05};3;0;40;1
1731746356.681018;0.03936425;-3.88690686;-0.846959949;2005.2345;{'X': -8.519119, 'Y': -0.0539375544, 'Z': 3.93138123};{'X': 359.9751, 'Y': -0.0481033325, 'Z': 1.81543637e-05};5;0;40;1
1731746356.69767;0.05862459;-3.886846;-0.8448781;2005.23486;{'X': -8.518806, 'Y': -0.0539375544, 'Z': 3.93132019};{'X': 359.975067, 'Y': -0.04534149, 'Z': 1.63501e-05};6;0;40;1
1731746356.712245;0.05862459;-3.886846;-0.8448781;2005.23486;{'X': -8.518806, 'Y': -0.0539375544, 'Z': 3.93132019};{'X': 359.975067, 'Y': -0.04534149, 'Z': 1.63501e-05};5;0;40;1
1731746356.729092;-0.799277246;-3.88670874;-0.842558861;2005.23523;{'X': -8.518372, 'Y': -0.0539374352, 'Z': 3.93118286};{'X': 359.9751, 'Y': -0.0426635742, 'Z': -1.29316709e-06};5;0;40;1
1731746356.7467012;0.496984333;-3.8866477;-0.8432553;2005.23584;{'X': -8.517845, 'Y': -0.0539374352, 'Z': 3.93110657};{'X': 359.9751, 'Y': -0.0434341431, 'Z': 1.441577e-06};10;0;40;1
1731746356.7652934;-0.3011042;-3.88652587;-0.8341562;2005.23669;{'X': -8.516975, 'Y': -0.0539371967, 'Z': 3.9309845};{'X': 359.9751, 'Y': -0.0324783325, 'Z': -2.29868556e-06};0;2;40;1
1731746356.7813473;0.0;-3.88638854;-0.8341562;2005.237;{'X': -8.516571, 'Y': -0.0539370775, 'Z': 3.930832};{'X': 359.9751, 'Y': -0.03250122, 'Z': -8.029141e-06};10;0;40;1
1731746356.7993205;-0.10046646;-3.886297;-0.8329825;2005.23743;{'X': -8.516197, 'Y': -0.05393684, 'Z': 3.93074036};{'X': 359.9751, 'Y': -0.031036377, 'Z': -1.00093293e-05};3;0;40;1
1731746356.8163724;-0.10046646;-3.886297;-0.8329825;2005.23743;{'X': -8.516197, 'Y': -0.05393684, 'Z': 3.93074036};{'X': 359.9751, 'Y': -0.031036377, 'Z': -1.00093293e-05};6;0;40;1
1731746356.8301651;0.568250656;-3.88626671;-0.832042336;2005.23779;{'X': -8.515873, 'Y': -0.05393672, 'Z': 3.93070984};{'X': 359.9751, 'Y': -0.0298461914, 'Z': 4.52400036e-06};5;0;41;1
1731746356.8477533;0.1246659;-3.88612938;-0.832512558;2005.23865;{'X': -8.51495, 'Y': -0.05393648, 'Z': 3.93055725};{'X': 359.975128, 'Y': -0.0304489136, 'Z': -6.31992634e-07};1;0;41;1
1731746356.8638237;0.155043632;-3.88609886;-0.8322775;2005.23914;{'X': -8.514477, 'Y': -0.0539363623, 'Z': 3.93051147};{'X': 359.9751, 'Y': -0.0300598145, 'Z': 3.11327276e-05};9;0;41;1
1731746356.8796403;0.67684716;-3.88606858;-0.8343908;2005.23975;{'X': -8.513966, 'Y': -0.0539362431, 'Z': 3.930481};{'X': 359.9751, 'Y': -0.0329284668, 'Z': 5.87769864e-05};5;0;41;1
1731746356.8993213;0.3167089;-3.88591623;-0.835094035;2005.24072;{'X': -8.512928, 'Y': -0.0539360046, 'Z': 3.930313};{'X': 359.9751, 'Y': -0.03362274, 'Z': 4.730357e-05};2;0;41;1
1731746356.9143753;0.3167089;-3.88591623;-0.835094035;2005.24072;{'X': -8.512928, 'Y': -0.0539360046, 'Z': 3.930313};{'X': 359.9751, 'Y': -0.03362274, 'Z': 4.730357e-05};7;0;41;1
1731746356.9311373;-0.5661887;-3.885657;-0.8296872;2005.24219;{'X': -8.511452, 'Y': -0.0539355278, 'Z': 3.93003845};{'X': 359.975128, 'Y': -0.0271224976, 'Z': 9.358994e-06};6;0;41;1
1731746356.946178;-0.7116917;-3.88548923;-0.8213912;2005.24316;{'X': -8.51050949, 'Y': -0.05393529, 'Z': 3.92985535};{'X': 359.975128, 'Y': -0.01701355, 'Z': 5.806328e-06};12;0;41;1
1731746356.9632852;-0.6897601;-3.885291;-0.814933658;2005.24438;{'X': -8.509228, 'Y': -0.05393493, 'Z': 3.92964172};{'X': 359.975128, 'Y': -0.00920105, 'Z': -7.19537752e-07};7;0;41;1
1731746356.9793606;-0.06299399;-3.88507771;-0.8130105;2005.24561;{'X': -8.50803, 'Y': -0.0539345741, 'Z': 3.92941284};{'X': 359.975128, 'Y': -0.00693511963, 'Z': -4.83332633e-06};6;0;41;1
1731746356.9969902;-0.264105529;-3.884788;-0.8089085;2005.24744;{'X': -8.506245, 'Y': -0.0539340973, 'Z': 3.92909241};{'X': 359.975159, 'Y': -0.001663208, 'Z': -3.60119047e-05};2;0;41;1
1731746357.0140622;-0.264105529;-3.884788;-0.8089085;2005.24744;{'X': -8.506245, 'Y': -0.0539340973, 'Z': 3.92909241};{'X': 359.975159, 'Y': -0.001663208, 'Z': -3.60119047e-05};8;0;41;1
1731746357.031804;0.284700066;-3.88455939;-0.805028856;2005.24878;{'X': -8.504845, 'Y': -0.05393374, 'Z': 3.92884827};{'X': 359.975128, 'Y': 0.00300598145, 'Z': -2.97803581e-05};6;0;41;1
1731746357.04753;-0.404970169;-3.88426971;-0.795000553;2005.25085;{'X': -8.50285, 'Y': -0.0539332628, 'Z': 3.92852783};{'X': 359.975128, 'Y': 0.0154418945, 'Z': -3.48946633e-05};3;0;41;1
1731746357.0644212;-0.09750648;-3.88398;-0.7890712;2005.25244;{'X': -8.50122452, 'Y': -0.0539326668, 'Z': 3.9282074};{'X': 359.975128, 'Y': 0.022857666, 'Z': -4.027994e-05};11;0;41;1
1731746357.0801105;-0.640600264;-3.883599;-0.778083444;2005.25452;{'X': -8.499123, 'Y': -0.05393207, 'Z': 3.92781067};{'X': 359.975128, 'Y': 0.03655243, 'Z': -6.150922e-05};5;0;41;1
1731746357.0966587;-0.125120491;-3.88326359;-0.7755645;2005.25659;{'X': -8.497124, 'Y': -0.0539314747, 'Z': 3.92744446};{'X': 359.975128, 'Y': 0.03968048, 'Z': -6.279155e-05};10;0;41;1
1731746357.1127825;-0.125120491;-3.88326359;-0.7755645;2005.25659;{'X': -8.497124, 'Y': -0.0539314747, 'Z': 3.92744446};{'X': 359.975128, 'Y': 0.03968048, 'Z': -6.279155e-05};3;0;41;1
1731746357.1298487;0.9243097;-3.883035;-0.772784233;2005.2583;{'X': -8.495377, 'Y': -0.05393088, 'Z': 3.927185};{'X': 359.975128, 'Y': 0.04323578, 'Z': -3.23291752e-05};7;0;41;1
1731746357.1474986;-0.4784351;-3.88269973;-0.762075245;2005.26038;{'X': -8.493275, 'Y': -0.0539302826, 'Z': 3.92681885};{'X': 359.975128, 'Y': 0.05682373, 'Z': -3.92043876e-05};4;0;41;1
1731746357.1648698;0.289982617;-3.88236427;-0.7569224;2005.26233;{'X': -8.491402, 'Y': -0.0539295673, 'Z': 3.926468};{'X': 359.9751, 'Y': 0.063331604, 'Z': -3.9262748e-05};16;0;41;1
1731746357.1812546;0.924017;-3.882105;-0.7530347;2005.26416;{'X': -8.489506, 'Y': -0.05392897, 'Z': 3.926178};{'X': 359.9751, 'Y': 0.06815338, 'Z': -1.16485062e-05};2;0;41;1
